jMRUI Results Textfile

Filename: Pat01_31P MRS_0000.rda

Name of Patient: Test DATA Hannah 
Date of Experiment: 20190409
Spectrometer: Skyra
Additional Information: Studien

Points	Samp.Int.	ZeroOrder	BeginTime	Tra.Freq.	Magn.F.	Nucleus
1024      	5E-1      	-1.7889E-1	2.3E0     	4.9894E7  	3E0       	1E0       

Name of Algorithm: AMARES

PETH	PI	GPE	GPC	PCRE	ATP-G-1	ATP-G-2	ATP-A-1	ATP-A-2	ATP-B-1	ATP-B-2	ATP-B-3	PCHO	MM	NAD(H)	

Frequencies (ppm)
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
8.876E-1	4.2973E0	6.545E0	1.0215E1	8.876E-1	2.7855E0	2.7855E0	3.1218E0	3.1218E0	6.6797E0	6.6797E0	6.6797E0	8.876E-1	8.876E-1	8.876E-1	
5.2242E-1	2.8032E0	3.0713E0	2.8805E0	5.2242E-1	1.939E0	1.939E0	1.9344E0	1.9344E0	5.1654E0	5.1654E0	5.1654E0	5.2242E-1	5.2242E-1	5.2242E-1	
3.9561E-1	2.0313E0	2.0317E0	1.5143E0	3.9561E-1	1.6276E0	1.6276E0	1.5355E0	1.5355E0	4.2153E0	4.2153E0	4.2153E0	3.9561E-1	3.9561E-1	3.9561E-1	
3.8331E-1	1.9916E0	1.8031E0	1.1573E0	3.8331E-1	1.587E0	1.587E0	1.4555E0	1.4555E0	3.726E0	3.726E0	3.726E0	3.8331E-1	3.8331E-1	3.8331E-1	
3.8345E-1	1.9649E0	1.804E0	1.0268E0	3.8345E-1	1.6044E0	1.6044E0	1.4791E0	1.4791E0	3.3793E0	3.3793E0	3.3793E0	3.8345E-1	3.8345E-1	3.8345E-1	
3.6672E-1	1.7429E0	1.863E0	9.9436E-1	3.6672E-1	1.6031E0	1.6031E0	1.5274E0	1.5274E0	3.0609E0	3.0609E0	3.0609E0	3.6672E-1	3.6672E-1	3.6672E-1	
3.8951E-1	1.5297E0	2.0576E0	1.1575E0	3.8951E-1	1.6228E0	1.6228E0	1.6088E0	1.6088E0	2.9295E0	2.9295E0	2.9295E0	3.8951E-1	3.8951E-1	3.8951E-1	
4.7986E-1	1.6379E0	2.7659E0	1.6755E0	4.7986E-1	1.7581E0	1.7581E0	1.7803E0	1.7803E0	3.1453E0	3.1453E0	3.1453E0	4.7986E-1	4.7986E-1	4.7986E-1	
7.2362E-1	2.1948E0	4.7608E0	2.9255E0	7.2362E-1	2.0991E0	2.0991E0	2.1326E0	2.1326E0	3.9884E0	3.9884E0	3.9884E0	7.2362E-1	7.2362E-1	7.2362E-1	
1.3312E0	3.7161E0	1.2726E1	5.1678E0	1.3312E0	3.0862E0	3.0862E0	2.9606E0	2.9606E0	7.1292E0	7.1292E0	7.1292E0	1.3312E0	1.3312E0	1.3312E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
8.9892E-1	6.197E0	3.7306E0	5.0326E0	8.9892E-1	2.5944E0	2.5944E0	2.5676E0	2.5676E0	6.3505E0	6.3505E0	6.3505E0	8.9892E-1	8.9892E-1	8.9892E-1	
6.069E-1	3.1987E0	2.5052E0	2.2616E0	6.069E-1	2.0296E0	2.0296E0	1.9816E0	1.9816E0	5.121E0	5.121E0	5.121E0	6.069E-1	6.069E-1	6.069E-1	
5.1485E-1	2.6257E0	2.2776E0	1.5168E0	5.1485E-1	1.8077E0	1.8077E0	1.7877E0	1.7877E0	4.4108E0	4.4108E0	4.4108E0	5.1485E-1	5.1485E-1	5.1485E-1	
4.7522E-1	2.4072E0	2.5275E0	1.2505E0	4.7522E-1	1.6748E0	1.6748E0	1.6994E0	1.6994E0	3.7891E0	3.7891E0	3.7891E0	4.7522E-1	4.7522E-1	4.7522E-1	
4.6506E-1	2.2967E0	2.9881E0	1.2557E0	4.6506E-1	1.6689E0	1.6689E0	1.7227E0	1.7227E0	3.3492E0	3.3492E0	3.3492E0	4.6506E-1	4.6506E-1	4.6506E-1	
5.1282E-1	2.3042E0	3.2899E0	1.608E0	5.1282E-1	1.8212E0	1.8212E0	1.8672E0	1.8672E0	3.2968E0	3.2968E0	3.2968E0	5.1282E-1	5.1282E-1	5.1282E-1	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
9.8951E-1	4.7917E0	5.4234E0	4.7105E0	9.8951E-1	2.7775E0	2.7775E0	2.7568E0	2.7568E0	5.1051E0	5.1051E0	5.1051E0	9.8951E-1	9.8951E-1	9.8951E-1	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
1.4498E0	6.5821E0	4.3032E0	4.8326E0	1.4498E0	3.2169E0	3.2169E0	3.1179E0	3.1179E0	7.0522E0	7.0522E0	7.0522E0	1.4498E0	1.4498E0	1.4498E0	
1.0388E0	3.5633E0	4.3681E0	2.5603E0	1.0388E0	2.6083E0	2.6083E0	2.7495E0	2.7495E0	6.326E0	6.326E0	6.326E0	1.0388E0	1.0388E0	1.0388E0	
8.796E-1	3.2886E0	6.4882E0	1.9697E0	8.796E-1	2.28E0	2.28E0	2.5697E0	2.5697E0	5.5266E0	5.5266E0	5.5266E0	8.796E-1	8.796E-1	8.796E-1	
8.5548E-1	3.1628E0	9.2911E0	2.0106E0	8.5548E-1	2.2795E0	2.2795E0	2.6144E0	2.6144E0	4.8785E0	4.8785E0	4.8785E0	8.5548E-1	8.5548E-1	8.5548E-1	
9.5761E-1	3.6145E0	6.3587E0	2.7825E0	9.5761E-1	2.7715E0	2.7715E0	2.9192E0	2.9192E0	4.7351E0	4.7351E0	4.7351E0	9.5761E-1	9.5761E-1	9.5761E-1	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
4.7229E0	2.5355E1	9.6607E0	8.6682E0	4.7229E0	1.0739E1	1.0739E1	6.5725E0	6.5725E0	2.6843E1	2.6843E1	2.6843E1	4.7229E0	4.7229E0	4.7229E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
2.243E0	1.3941E1	9.1523E0	9.9686E0	2.243E0	7.0007E0	7.0007E0	5.3251E0	5.3251E0	1.0944E1	1.0944E1	1.0944E1	2.243E0	2.243E0	2.243E0	
2.1781E0	1.5817E1	2.2813E1	4.7558E0	2.1781E0	5.003E0	5.003E0	4.7998E0	4.7998E0	1.2727E1	1.2727E1	1.2727E1	2.1781E0	2.1781E0	2.1781E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
2.893E0	6.0455E0	1.0444E1	7.8685E0	2.893E0	5.9035E0	5.9035E0	6.5743E0	6.5743E0	1.0315E1	1.0315E1	1.0315E1	2.893E0	2.893E0	2.893E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	

Amplitudes (-)
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
1.6471E1	3.1792E1	3.965E1	3.644E1	0E0	2.8493E1	2.8493E1	7.0093E0	7.0093E0	0E0	0E0	0E0	4.5264E1	0E0	9.3708E1	
8.5638E0	0E0	6.9668E0	5.9787E0	2.3173E0	3.8302E1	3.8302E1	1.1593E1	1.1593E1	0E0	0E0	0E0	0E0	1.4714E1	4.185E0	
9.226E0	3.6425E1	6.8552E1	7.5648E1	3.6732E2	6.1027E1	6.1027E1	4.5642E1	4.5642E1	6.6858E0	1.3372E1	6.6858E0	5.1559E1	3.9952E1	0E0	
6.4126E1	0E0	0E0	5.865E1	4.6083E2	8.6756E1	8.6756E1	6.4141E1	6.4141E1	1.2217E1	2.4433E1	1.2217E1	0E0	3.2537E1	0E0	
5.3923E1	6.4473E1	1.7857E0	1.0645E1	3.6406E2	7.6686E1	7.6686E1	8.1444E1	8.1444E1	1.1207E1	2.2414E1	1.1207E1	2.6923E0	1.5052E2	0E0	
5.5455E1	5.604E1	2.7E0	2.0402E1	3.9379E2	7.593E1	7.593E1	8.3458E1	8.3458E1	1.6107E1	3.2214E1	1.6107E1	1.1617E1	1.4673E2	0E0	
5.3838E1	3.9744E1	9.9629E0	2.3335E1	3.2862E2	6.361E1	6.361E1	7.73E1	7.73E1	2.1779E1	4.3559E1	2.1779E1	1.5437E1	1.0514E2	0E0	
4.7406E1	2.5493E1	1.9803E1	1.6778E1	1.8555E2	4.0921E1	4.0921E1	6.3809E1	6.3809E1	2.6044E1	5.2087E1	2.6044E1	1.1043E1	5.1641E1	0E0	
1.8614E1	2.1167E1	2.1897E1	1.333E1	2.2313E0	1.4047E1	1.4047E1	5.1277E1	5.1277E1	2.9105E1	5.8209E1	2.9105E1	0E0	0E0	1.0319E1	
2.4305E1	2.4828E1	3.0025E1	1.3082E1	0E0	0E0	0E0	2.6537E1	2.6537E1	0E0	0E0	0E0	0E0	4.9503E1	9.6873E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
6.2048E-1	1.4538E1	1.42E1	1.7944E1	0E0	1.9394E1	1.9394E1	0E0	0E0	3.4378E0	6.8756E0	3.4378E0	0E0	0E0	7.6471E0	
0E0	2.061E1	1.013E1	6.1493E1	1.7506E2	4.0347E1	4.0347E1	5.1035E1	5.1035E1	8.5515E0	1.7103E1	8.5515E0	3.5796E1	2.5611E1	2.2959E1	
1.0285E2	1.2951E2	4.5384E1	6.5952E1	4.0851E2	8.7005E1	8.7005E1	9.3163E1	9.3163E1	1.4644E1	2.9289E1	1.4644E1	1.8922E1	1.034E2	6.3298E1	
1.6436E2	1.6039E2	6.5905E1	6.1175E1	6.5347E2	1.3843E2	1.3843E2	1.308E2	1.308E2	2.1517E1	4.3034E1	2.1517E1	6.6803E0	2.6855E2	4.91E1	
1.8379E2	1.4214E2	5.2714E1	7.0366E1	7.9074E2	1.6348E2	1.6348E2	1.4962E2	1.4962E2	2.6121E1	5.2243E1	2.6121E1	8.3841E0	2.7602E2	1.6657E1	
1.678E2	1.1232E2	4.5859E1	7.7669E1	7.7815E2	1.6166E2	1.6166E2	1.5147E2	1.5147E2	2.8417E1	5.6834E1	2.8417E1	2.0129E1	2.3841E2	0E0	
1.3624E2	8.0375E1	3.0873E1	7.6003E1	6.2101E2	1.2381E2	1.2381E2	1.3352E2	1.3352E2	3.3787E1	6.7575E1	3.3787E1	4.032E1	1.9178E2	7.0569E0	
1.0211E2	3.2305E1	3.3847E1	6.1964E1	3.814E2	8.7272E1	8.7272E1	1.0956E2	1.0956E2	3.6259E1	7.2518E1	3.6259E1	3.1519E1	6.7762E1	2.5359E1	
1.109E2	2.7202E1	5.1772E1	4.74E1	1.4394E2	4.7271E1	4.7271E1	7.9382E1	7.9382E1	3.9804E1	7.9609E1	3.9804E1	0E0	0E0	4.4001E1	
4.1866E1	2.8116E1	4.3347E1	1.9664E1	1.1181E0	2.4372E1	2.4372E1	4.3959E1	4.3959E1	3.9548E1	7.9097E1	3.9548E1	0E0	0E0	1.4062E1	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	1.603E1	1.1998E1	0E0	1.1856E2	9.3876E0	9.3876E0	3.9738E1	3.9738E1	4.5574E0	9.1148E0	4.5574E0	3.3877E1	1.5805E2	5.5522E1	
1.1846E1	2.5871E1	2.6863E1	6.2332E1	1.8685E2	6.332E1	6.332E1	7.8595E1	7.8595E1	1.856E1	3.7121E1	1.856E1	1.6717E1	1.3106E2	4.3314E1	
8.3264E1	8.3962E1	5.3074E1	7.537E1	3.5786E2	1.3772E2	1.3772E2	1.3344E2	1.3344E2	3.1595E1	6.3191E1	3.1595E1	2.3774E1	1.13E2	4.0379E1	
1.3996E2	1.3528E2	7.1707E1	9.0677E1	5.4619E2	2.1016E2	2.1016E2	1.8145E2	1.8145E2	4.1197E1	8.2393E1	4.1197E1	2.9943E1	7.4889E1	3.5326E1	
1.7783E2	1.7779E2	9.8598E1	1.0641E2	7.3884E2	2.4314E2	2.4314E2	2.0972E2	2.0972E2	4.5576E1	9.1151E1	4.5576E1	3.6262E1	2.6929E2	2.8793E1	
1.8146E2	1.0183E2	6.6086E1	1.1166E2	7.7226E2	2.3902E2	2.3902E2	2.1599E2	2.1599E2	4.5816E1	9.1633E1	4.5816E1	4.385E1	3.9889E1	3.1549E1	
1.6182E2	7.1475E1	6.2104E1	1.1774E2	6.8891E2	1.9314E2	1.9314E2	1.9481E2	1.9481E2	4.6369E1	9.2739E1	4.6369E1	5.3012E1	2.9661E1	5.2643E1	
1.3716E2	6.1439E1	6.1813E1	1.1775E2	5.1159E2	1.2714E2	1.2714E2	1.544E2	1.544E2	4.635E1	9.2699E1	4.635E1	4.3098E1	1.1638E2	8.3536E1	
1.0863E2	4.3186E1	4.5949E1	8.7198E1	2.2096E2	7.2181E1	7.2181E1	1.0702E2	1.0702E2	4.4118E1	8.8236E1	4.4118E1	4.5927E0	6.6725E0	7.3172E1	
5.4726E1	2.8022E1	2.313E1	4.1613E1	6.504E1	4.1644E1	4.1644E1	6.937E1	6.937E1	3.4683E1	6.9367E1	3.4683E1	6.0795E0	0E0	4.6786E1	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	9.4051E1	4.4587E1	2.3171E1	1.0395E2	3.6207E1	3.6207E1	6.352E1	6.352E1	1.1884E1	2.3768E1	1.1884E1	4.7125E1	2.015E2	6.815E1	
1.2125E1	3.1429E1	2.4341E1	3.8705E1	1.5927E2	9.1395E1	9.1395E1	1.1423E2	1.1423E2	3.0651E1	6.1302E1	3.0651E1	1.3507E1	1.9832E2	2.4994E1	
6.96E1	5.9562E1	4.9772E1	5.686E1	3.0219E2	1.6974E2	1.6974E2	1.6864E2	1.6864E2	4.6659E1	9.3317E1	4.6659E1	1.8254E1	1.9137E2	2.1562E1	
1.2245E2	9.8922E1	7.8808E1	7.9532E1	4.5749E2	2.3795E2	2.3795E2	2.1565E2	2.1565E2	5.6465E1	1.1293E2	5.6465E1	2.6815E1	1.9177E2	2.0948E1	
1.4799E2	1.2929E2	9.7285E1	1.0684E2	5.545E2	2.7127E2	2.7127E2	2.4293E2	2.4293E2	5.9773E1	1.1955E2	5.9773E1	3.4046E1	1.8378E2	1.7249E1	
1.4329E2	1.0998E2	9.6685E1	1.2165E2	5.7681E2	2.6019E2	2.6019E2	2.4475E2	2.4475E2	5.9066E1	1.1813E2	5.9066E1	3.7744E1	1.6787E2	2.1415E1	
1.273E2	9.8264E1	8.4808E1	1.3402E2	5.4311E2	2.1277E2	2.1277E2	2.2191E2	2.2191E2	5.6702E1	1.134E2	5.6702E1	4.2247E1	1.771E2	4.7745E1	
1.1382E2	8.6599E1	6.3944E1	1.3476E2	4.6135E2	1.4756E2	1.4756E2	1.7914E2	1.7914E2	5.2609E1	1.0522E2	5.2609E1	3.6772E1	1.6855E2	9.3635E1	
9.7062E1	7.2021E1	2.9208E1	1.2119E2	2.9261E2	9.0525E1	9.0525E1	1.2697E2	1.2697E2	4.4483E1	8.8966E1	4.4483E1	1.2335E1	5.3873E1	9.9914E1	
6.3382E1	4.7569E1	2.7277E0	6.4109E1	1.4299E2	5.5172E1	5.5172E1	8.2658E1	8.2658E1	3.1849E1	6.3698E1	3.1849E1	6.1914E-1	2.809E1	5.8403E1	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	
